Unnamed: 0,Open,High,Low,Close,Volume,Daily Return,MA20,MA50,Volatility20,Cumulative Return
2026-01-09,259.075,260.21,256.22,259.37,39996967,0.0012739345274861,270.56699999999995,,0.1103592269248165,-0.059981153957669
2026-01-12,259.16,261.3,256.8,260.25,45263767,0.0033928364884141,269.678,,0.1130874939449517,-0.0567918237170196
2026-01-13,258.72,261.81,258.39,261.05,45730847,0.0030739673390971,268.8165,,0.1144078539498066,-0.0538924325891563
2026-01-14,259.49,261.82,256.71,259.96,40019421,-0.0041754453169892,268.10900000000004,,0.1056998689310733,-0.05784285300087
2026-01-15,260.65,261.04,257.05,258.21,39388564,-0.0067318048930604,267.289,,0.1052852618689236,-0.0641852710930706
2026-01-16,257.9,258.9,254.93,255.53,72142773,-0.0103791487548893,266.47349999999994,,0.1055488757664832,-0.073898231371412
2026-01-20,252.73,254.79,243.42,246.7,77280987,-0.0345556294759911,265.199,,0.152273456925701,-0.1059002609452015
2026-01-21,248.7,251.56,245.18,247.65,54641725,0.0038508309687881,263.898,,0.150948851621852,-0.1024572339808639
2026-01-22,249.2,251.0,248.15,248.35,39708340,0.0028265697557035,262.767,,0.1521732044224926,-0.0999202667439838
2026-01-23,247.32,249.41,244.68,248.04,41688982,-0.0012482383732635,261.55100000000004,,0.1485701475090675,-0.1010437808060308
2026-01-26,251.48,256.56,249.8,255.41,55969234,0.0297129495242702,260.631,,0.1897456952199472,-0.0743331400405915
2026-01-27,259.17,261.95,258.21,258.27,48787855,0.0111976821580985,259.8745,,0.1966626462380653,-0.0639678167584809
2026-01-28,257.65,258.855,254.51,256.44,41287971,-0.0070856080845626,259.0085,,0.1966088199044421,-0.0706001739634678
2026-01-29,258.0,259.65,254.41,258.28,67253009,0.0071751676805489,258.2685,,0.2000283893934805,-0.0639315743693826
2026-01-30,255.165,261.8999,252.18,259.48,92443408,0.0046461204893915,257.6495,,0.2015742139493916,-0.0595824876775877
2026-02-02,260.03,270.49,259.205,270.01,73913425,0.0405811623246492,257.5995,,0.2523636768321521,-0.0214192519570891
2026-02-03,269.2,271.875,267.61,269.48,63799388,-0.0019628902633235,257.7105,,0.2472371116215045,-0.0233400985792984
2026-02-04,272.285,278.95,272.285,276.49,90545710,0.0260130621938547,258.41700000000003,,0.2524224776739938,0.0020658161786024
2026-02-05,278.13,279.5,273.23,275.91,52977441,-0.0020977250533472,259.196,268.6582,0.2500991485960978,-3.6242389098273264e-05
2026-02-06,277.12,280.905,276.925,278.12,50453414,0.0080098582871226,260.15,268.7022,0.2488415670790028,0.0079733256016236
2026-02-09,277.905,278.2,271.7,274.62,44623396,-0.0125844959010499,260.9125,268.6552,0.2553918946692494,-0.0047115105827776
2026-02-10,274.885,275.37,272.94,273.68,34376898,-0.003422911659748,261.584,268.5778,0.2563907983322969,-0.0081182951580168
2026-02-11,274.695,280.18,274.45,275.5,51931283,0.0066501023092662,262.3065,268.5108,0.2567846184793238,-0.0015221803421282
2026-02-12,275.59,275.72,260.18,261.73,81077229,-0.0499818511796732,262.39500000000004,268.0834,0.3176116834705803,-0.0514279501304726
2026-02-13,262.01,262.23,255.45,255.78,56290673,-0.0227333511634127,262.2735,267.47520000000003,0.3273928006004431,-0.0729921716439548
2026-02-17,258.05,266.29,255.54,263.88,58469094,0.0316678395496128,262.69100000000003,267.0698,0.3437823438825619,-0.0436358364743406
2026-02-18,263.6,266.82,262.45,264.35,34203337,0.0017811126269517,263.5735,266.7428,0.3158300462924668,-0.0419324441867209
2026-02-19,262.6,264.48,260.05,260.58,30845294,-0.0142613958766787,264.22,266.3788,0.3221575433368198,-0.055595824876776
2026-02-20,258.97,264.75,258.16,264.58,42070499,0.0153503722465269,265.03149999999994,266.1126,0.3252523876934866,-0.0410988692374604
2026-02-23,263.49,269.43,263.381,266.18,37308155,0.0060473202812005,265.9385,265.8926,0.3249091322814424,-0.0353000869817339
2026-02-24,267.86,274.89,267.71,272.14,47014619,0.0223908633255691,266.775,265.7598,0.3181129475839567,-0.0136996230791535
2026-02-25,271.78,274.94,271.05,274.23,33714342,0.0076798706548102,267.573,265.6838,0.3172085185496164,-0.0061249637576108
2026-02-26,274.945,276.11,270.795,272.95,32345114,-0.0046676147759181,268.3985,265.57719999999995,0.3162840962709012,-0.010763989562192
2026-02-27,272.81,272.81,262.89,264.18,72366505,-0.0321304268180985,268.6935,265.3786,0.3398175941443388,-0.0425485648013918
2026-03-02,262.41,266.53,260.2,264.72,41827946,0.0020440608675904,268.95550000000003,265.1808,0.3396081768436201,-0.040591475790084
2026-03-03,263.48,265.56,260.13,263.75,38568921,-0.0036642490178302,268.64250000000004,265.019,0.3062705847588896,-0.0441069875326182
2026-03-04,264.65,266.15,261.42,262.52,39803119,-0.0046635071090047,268.2945,264.82559999999995,0.3065338527847605,-0.0485648013917078
2026-03-05,260.79,261.555,257.25,260.29,49658626,-0.0084945908883131,267.4845,264.55800000000005,0.2900385181707248,-0.0566468541606262
2026-03-06,258.63,258.77,254.37,257.46,41120042,-0.0108724883783474,266.562,264.2878,0.2914042844811569,-0.0669034502754423
2026-03-09,255.69,261.15,253.6805,259.88,38218533,0.0093995183717858,265.65,264.0382,0.2921599451669066,-0.0581327921136562
2026-03-10,257.645,262.48,256.95,260.83,30590765,0.0036555333230721,264.9605,263.7786,0.2909430240665587,-0.0546897651493188
2026-03-11,261.09,262.13,259.55,260.81,26218927,-7.66782962081658e-05,264.317,263.5268,0.2910311565855194,-0.0547622499275154
2026-03-12,258.66,258.95,254.18,255.76,40794020,-0.0193627544956098,263.33000000000004,263.1668,0.2951067941278594,-0.0730646564221515
2026-03-13,255.48,256.33,249.52,250.12,36929988,-0.0220519236784485,262.7495,262.7076,0.2500254241912658,-0.0935053638735867
2026-03-16,252.105,253.885,249.88,252.82,32074209,0.010794818487126,262.6015,262.3268,0.241596334842436,-0.0837199188170487
2026-03-17,252.955,255.13,252.18,254.23,32361607,0.0055770904200616,262.119,261.99120000000005,0.2114295154350985,-0.07860974195419
2026-03-18,252.625,254.94,249.0,249.94,35757874,-0.0168744837352003,261.3985,261.64480000000003,0.2175482034295389,-0.0941577268773561
2026-03-19,249.4,251.83,247.3,248.96,34864082,-0.0039209410258461,260.8175,261.3768,0.2133207213836122,-0.0977094810089884
2026-03-20,247.975,249.1999,246.0,247.99,88331081,-0.003896208226221,259.988,261.13,0.2030198404707114,-0.1012249927515225
2026-03-23,253.97,254.6,250.28,251.49,40546109,0.014113472317432,259.2535,260.979,0.2097753152339969,-0.0885401565671213
2026-03-24,250.35,254.825,249.55,251.64,45152288,0.0005964451866873,258.2285,260.8244,0.1882962216517466,-0.087996520730647
2026-03-25,254.095,255.0,251.6,252.62,28476668,0.0038944523923065,257.148,260.6718,0.1856857419040079,-0.0844447665990145
2026-03-26,252.115,257.0,250.77,252.89,41796650,0.00106879898662,256.14500000000004,260.50859999999994,0.1865389940470457,-0.0834662220933609
2026-03-27,253.9,255.493,248.07,248.8,47899998,-0.0161730396615128,255.37600000000003,260.2854,0.1612116314873747,-0.0982893592345612
2026-03-30,250.07,250.87,245.51,246.63,39446213,-0.0087218649517685,254.4715,260.0538,0.161321796690929,-0.1061539576688901
2026-03-31,247.91,255.48,247.101,253.79,49598091,0.0290313424968575,253.9735,260.019,0.1983368191934022,-0.080204407074515
2026-04-01,254.08,256.18,253.33,255.63,40059432,0.0072500886559754,253.629,260.1976,0.2005900315657729,-0.0735358074804297
2026-04-02,254.2,256.13,250.65,255.92,31289369,0.0011344521378555,253.4105,260.363,0.1988843581934068,-0.0724847781965792
2026-04-06,256.51,262.16,256.46,258.86,29329911,0.0114879649890591,253.48050000000003,260.5732,0.1996589221243079,-0.0618295158016821
2026-04-07,256.155,256.2,245.7,253.5,62148008,-0.0207061732210461,253.1615,260.68240000000003,0.2098901964291127,-0.0812554363583653
2026-04-08,258.45,259.7499,256.53,258.9,41032772,0.0213017751479289,253.065,260.7522,0.2241228041857376,-0.061684546245289
2026-04-09,259.0,261.12,256.07,260.49,28121574,0.006141367323291,253.049,260.7966,0.2252802379858127,-0.0559220063786608
2026-04-10,259.98,262.19,259.0231,260.48,31291473,-3.838918960419324e-05,253.285,260.8774,0.2133387900454249,-0.0559582487677591
2026-04-13,259.73,260.18,256.66,259.2,36234698,-0.004914004914005,253.739,260.8958,0.1968106160020602,-0.0605972745723403
2026-04-14,259.245,261.93,257.19,258.83,48370710,-0.0014274691358024,254.0395,260.8828,0.1942138601639419,-0.0619382429689771
2026-04-15,258.16,266.56,257.81,266.43,49913510,0.029362902291079,254.6495,260.8112,0.2181288938732706,-0.0343940272542772
2026-04-16,266.8,267.16,261.27,263.4,43323112,-0.0113725931764442,255.3225,260.6896,0.2124698319201076,-0.045375471151059
2026-04-17,266.96,272.3,266.72,270.23,61436228,0.0259301442672743,256.386,260.5644,0.2260973230346448,-0.0206219193969271
